current_path,intended_path,classification,owning_issue,lifecycle_status,migration_status,caller_notes,documentation_notes
R/03_Supplementary_analyses/Testing/testthat/test-summarise_sjsdm_tuning_candidates.R,R/03_Supplementary_analyses/Testing/testthat/test-summarise_sjsdm_tuning_candidates.R,test,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-summarise_sjsdm_tuning_execution.R,R/03_Supplementary_analyses/Testing/testthat/test-summarise_sjsdm_tuning_execution.R,test,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-summarise_spatial_biotic_component.R,R/03_Supplementary_analyses/Testing/testthat/test-summarise_spatial_biotic_component.R,test,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-summarise_spatial_mev_benchmark_predictions.R,R/03_Supplementary_analyses/Testing/testthat/test-summarise_spatial_mev_benchmark_predictions.R,test,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-summarise_spatial_variance_stack.R,R/03_Supplementary_analyses/Testing/testthat/test-summarise_spatial_variance_stack.R,test,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-tier_tuning_pipeline_contract.R,R/03_Supplementary_analyses/Testing/testthat/test-tier_tuning_pipeline_contract.R,test,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-transform_to_proportions.R,R/03_Supplementary_analyses/Testing/testthat/Data/Community/Transformation/Proportions/test-transform_to_proportions.R,test,#153,active,migrated,Active references use the intended path.,Path migration completed by #153.
R/03_Supplementary_analyses/Testing/testthat/test-validate_community_source.R,R/03_Supplementary_analyses/Testing/testthat/Data/Community/Quality_control/Modern_records/test-validate_community_source.R,test,#153,active,migrated,Active references use the intended path.,Path migration completed by #153.
R/03_Supplementary_analyses/Testing/testthat/test-validate_sjsdm_tuning_repeat_coverage.R,R/03_Supplementary_analyses/Testing/testthat/test-validate_sjsdm_tuning_repeat_coverage.R,test,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-validate_trait_corrections.R,R/03_Supplementary_analyses/Testing/testthat/test-validate_trait_corrections.R,test,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Validation/Architecture/check_r_architecture.R,R/03_Supplementary_analyses/Validation/Architecture/check_r_architecture.R,supplementary_or_processing,#150,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Validation/Architecture/generate_r_architecture_inventories.R,R/03_Supplementary_analyses/Validation/Architecture/generate_r_architecture_inventories.R,supplementary_or_processing,#150,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/_Diagnostics/Analyse_ft_taxonomic_coherence.R,R/03_Supplementary_analyses/_Diagnostics/Analyse_ft_taxonomic_coherence.R,diagnostic,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/_Diagnostics/Diagnose_spatial_pipeline_unit.R,R/03_Supplementary_analyses/_Diagnostics/Diagnose_spatial_pipeline_unit.R,diagnostic,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/_Diagnostics/Evaluate_resolution_pipeline.R,R/03_Supplementary_analyses/_Diagnostics/Evaluate_resolution_pipeline.R,diagnostic,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R,R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R,diagnostic,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/_Diagnostics/Inspect_target_dependencies.R,R/03_Supplementary_analyses/_Diagnostics/Inspect_target_dependencies.R,diagnostic,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/_Diagnostics/Monitor_paleo_spatial_pipeline_progress.R,R/03_Supplementary_analyses/_Diagnostics/Monitor_paleo_spatial_pipeline_progress.R,diagnostic,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_asia_decomposition_age_minimal_diagnostic.R,R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_asia_decomposition_age_minimal_diagnostic.R,diagnostic,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_asia_decomposition_method_comparison_diagnostic.R,R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_asia_decomposition_method_comparison_diagnostic.R,diagnostic,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_age_main_diagnostic.R,R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_age_main_diagnostic.R,diagnostic,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_age_z_diagnostic.R,R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_age_z_diagnostic.R,diagnostic,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_diagnostic.R,R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_diagnostic.R,diagnostic,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/_Trait_qc/Generate_trait_qc_report.R,R/03_Supplementary_analyses/_Trait_qc/Generate_trait_qc_report.R,supplementary_or_processing,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/_Trait_qc/Review_trait_qc.R,R/03_Supplementary_analyses/_Trait_qc/Review_trait_qc.R,supplementary_or_processing,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/_helpers/make_community_filter_targets.R,R/Pipelines/_pipes/_helpers/make_community_filter_targets.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R,R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_abiotic_extract.R,R/Pipelines/_pipes/pipe_segment_abiotic_extract.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_community_by_resolution_modern.R,R/Pipelines/_pipes/pipe_segment_community_by_resolution_modern.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_community_by_resolution_paleo.R,R/Pipelines/_pipes/pipe_segment_community_by_resolution_paleo.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_community_extract.R,R/Pipelines/_pipes/pipe_segment_community_extract.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_community_filter.R,R/Pipelines/_pipes/pipe_segment_community_filter.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_community_prepare_modern.R,R/Pipelines/_pipes/pipe_segment_community_prepare_modern.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_community_prepare_paleo.R,R/Pipelines/_pipes/pipe_segment_community_prepare_paleo.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_config_common.R,R/Pipelines/_pipes/pipe_segment_config_common.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_config_model.R,R/Pipelines/_pipes/pipe_segment_config_model.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_config_model_by_resolution.R,R/Pipelines/_pipes/pipe_segment_config_model_by_resolution.R,pipeline_definition,#154,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_ft_classification_continental.R,R/Pipelines/_pipes/pipe_segment_ft_classification_continental.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_ft_classification_modern_continental.R,R/Pipelines/_pipes/pipe_segment_ft_classification_modern_continental.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_model_anova.R,R/Pipelines/_pipes/pipe_segment_model_anova.R,pipeline_definition,#154,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_model_assemble.R,R/Pipelines/_pipes/pipe_segment_model_assemble.R,pipeline_definition,#154,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_model_cross_validation.R,R/Pipelines/_pipes/pipe_segment_model_cross_validation.R,pipeline_definition,#141,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,pipeline_definition,#141,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_model_cross_validation_shared.R,R/Pipelines/_pipes/pipe_segment_model_cross_validation_shared.R,pipeline_definition,#141,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_model_fit.R,R/Pipelines/_pipes/pipe_segment_model_fit.R,pipeline_definition,#154,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_model_input.R,R/Pipelines/_pipes/pipe_segment_model_input.R,pipeline_definition,#154,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_model_prepare_response.R,R/Pipelines/_pipes/pipe_segment_model_prepare_response.R,pipeline_definition,#154,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_model_spatial_samples.R,R/Pipelines/_pipes/pipe_segment_model_spatial_samples.R,pipeline_definition,#154,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_model_spatial_shared.R,R/Pipelines/_pipes/pipe_segment_model_spatial_shared.R,pipeline_definition,#154,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_model_summary_by_age.R,R/Pipelines/_pipes/pipe_segment_model_summary_by_age.R,pipeline_definition,#154,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_network_metrics.R,R/Pipelines/_pipes/pipe_segment_network_metrics.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_network_summary_by_age.R,R/Pipelines/_pipes/pipe_segment_network_summary_by_age.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_sample_alignment.R,R/Pipelines/_pipes/pipe_segment_sample_alignment.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_sample_filter_age.R,R/Pipelines/_pipes/pipe_segment_sample_filter_age.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_taxa_classification.R,R/Pipelines/_pipes/pipe_segment_taxa_classification.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_traits_classification.R,R/Pipelines/_pipes/pipe_segment_traits_classification.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_traits_extract.R,R/Pipelines/_pipes/pipe_segment_traits_extract.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_traits_ft_clustering.R,R/Pipelines/_pipes/pipe_segment_traits_ft_clustering.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_traits_qc.R,R/Pipelines/_pipes/pipe_segment_traits_qc.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_traits_qc_classified.R,R/Pipelines/_pipes/pipe_segment_traits_qc_classified.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_traits_table.R,R/Pipelines/_pipes/pipe_segment_traits_table.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/_pipes/pipe_segment_vegvault_extract.R,R/Pipelines/_pipes/pipe_segment_vegvault_extract.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/pipeline_cz_paleo_cv_component_reference.R,R/Pipelines/pipeline_cz_paleo_cv_component_reference.R,reference,#141,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/pipeline_cz_paleo_cv_regularization_reference.R,R/Pipelines/pipeline_cz_paleo_cv_regularization_reference.R,reference,#141,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/pipeline_modern_spatial_resolution.R,R/Pipelines/pipeline_modern_spatial_resolution.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/pipeline_modern_spatial_resolution_test.R,R/Pipelines/pipeline_modern_spatial_resolution_test.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/pipeline_paleo_core.R,R/Pipelines/pipeline_paleo_core.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/pipeline_paleo_local_cv_decomposition_reference.R,R/Pipelines/pipeline_paleo_local_cv_decomposition_reference.R,reference,#141,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/pipeline_paleo_local_cv_scientific_reference.R,R/Pipelines/pipeline_paleo_local_cv_scientific_reference.R,reference,#141,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/pipeline_paleo_resolution_test.R,R/Pipelines/pipeline_paleo_resolution_test.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/pipeline_paleo_spatial_resolution.R,R/Pipelines/pipeline_paleo_spatial_resolution.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/pipeline_paleo_temporal.R,R/Pipelines/pipeline_paleo_temporal.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/pipeline_sjsdm_common_regularization_sensitivity.R,R/Pipelines/pipeline_sjsdm_common_regularization_sensitivity.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/pipeline_sjsdm_tier_tuning.R,R/Pipelines/pipeline_sjsdm_tier_tuning.R,pipeline_definition,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/Pipelines/pipeline_traits_reference.R,R/Pipelines/pipeline_traits_reference.R,reference,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/___Init_project___.R,R/___Init_project___.R,project_setup,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/___setup_project___.R,R/___setup_project___.R,project_setup,#150,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/___setup_project_extended___.R,R/___setup_project_extended___.R,project_setup,#150,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
